loan_id,payer_id,program_id,loan_amount,interest_rate,loan_term_years,loan_term_months,loan_type,institution_name,institution_city,institution_province,education_value,down_payment,ltv_ratio,origination_date,disbursement_date,maturity_date,current_balance,loan_status,lender,program_duration_years,monthly_payment,grace_period_months
226,226,30,172077.59,4.1129999999999995,25,300,Graduate Student Loan,University of Toronto,Toronto,Ontario,195331.23941230017,23253.649412300176,88.1,2025-05-03,2025-07-28,2050-05-03,172077.59,In Grace Period,Provincial Student Aid,2,919.06,12
227,227,11,170575.8,7.239,25,300,Education Line of Credit,Dalhousie University,Halifax,Nova Scotia,219342.19229822943,48766.392298229446,77.77,2022-11-03,2022-12-10,2047-11-03,161177.84,Active,CIBC,3,1231.72,0
228,228,41,157503.48,7.645,15,180,Education Line of Credit,University of Victoria,Victoria,British Columbia,181553.1538661772,24049.67386617718,86.75,2024-02-03,2024-03-26,2039-02-03,144268.55,Active,TD Canada Trust,3,1473.08,0
229,229,28,160539.55,3.444,25,300,Student Loan,University of Victoria,Victoria,British Columbia,267241.0802086374,106701.53020863741,60.07,2023-10-03,2023-12-02,2048-10-03,152150.7,In Deferment,National Bank of Canada,5,798.89,6
230,230,28,321711.9,3.975,25,300,Graduate Student Loan,University of Ottawa,Ottawa,Ontario,372063.70452135993,50351.80452135991,86.47,2020-12-03,2023-05-01,2045-12-03,281626.23,Active,TD Student Line of Credit,5,1693.68,6
231,231,29,138231.03,8.757,25,300,Parent PLUS Loan,University of Victoria,Victoria,British Columbia,204282.00413835567,66050.97413835567,67.67,2024-06-03,2024-08-30,2049-06-03,136904.3,Active,Bank of Montreal,3,1137.12,12
232,232,42,115586.55,6.684,25,300,Education Line of Credit,University of Victoria,Victoria,British Columbia,144071.54377619474,28484.993776194737,80.23,2025-10-03,2025-11-24,2050-10-03,115586.55,Active,Bank of Nova Scotia,2,793.79,6
233,233,10,166509.26,6.654,25,300,Parent PLUS Loan,University of Saskatchewan,Saskatoon,Saskatchewan,186604.78504498175,20095.52504498174,89.23,2024-09-03,2024-11-01,2049-09-03,163591.61,Active,Bank of Nova Scotia,3,1140.36,6
234,234,1,310101.51,6.02,25,300,Education Line of Credit,University of Alberta,Edmonton,Alberta,404188.80228173564,94087.29228173563,76.72,2023-03-03,2023-05-08,2048-03-03,292014.05,Active,BMO Student Banking Program,5,2001.78,0
235,235,1,100397.85,7.769,20,240,Private Education Loan,McMaster University,Hamilton,Ontario,154869.89707652977,54472.047076529765,64.83,2020-10-03,2023-01-15,2040-10-03,87587.35,Active,Royal Bank of Canada,3,825.39,6
236,236,27,111787.52,4.872,15,180,Student Loan,University of British Columbia,Vancouver,British Columbia,138594.71877115665,26807.198771156647,80.66,2024-10-03,2024-11-29,2039-10-03,103910.29,Active,National Bank of Canada,3,876.57,0
237,237,26,108408.71,4.437,20,240,Professional Student Loan,York University,Toronto,Ontario,156473.16758858028,48064.45758858028,69.28,2025-01-03,2025-02-21,2045-01-03,104077.85,Active,National Bank of Canada,2,682.17,0
238,238,33,350794.86,6.819,25,300,Education Line of Credit,Carleton University,Ottawa,Ontario,400456.6581911258,49661.798191125796,87.6,2018-09-03,2024-09-02,2043-09-03,305822.19,Active,Royal Bank of Canada,5,2438.99,12
239,239,35,138560.51,10.838,25,300,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,154026.09250304702,15465.582503047015,89.96,2024-07-03,2024-08-30,2049-07-03,136479.97,In Deferment,Bank of Nova Scotia,2,1341.85,0
240,240,25,148207.84,4.4030000000000005,25,300,Student Loan,University of Toronto,Toronto,Ontario,209447.65663063416,61239.81663063416,70.76,2026-04-03,2026-05-11,2051-04-03,148207.84,In Grace Period,National Bank of Canada,3,815.65,12
241,241,7,92386.96,6.467,20,240,Parent PLUS Loan,York University,Toronto,Ontario,149143.56270339905,56756.60270339904,61.94,2025-10-03,2025-11-06,2045-10-03,92386.96,In Deferment,Bank of Nova Scotia,2,687.02,6
242,242,24,63574.89,4.789,20,240,Professional Student Loan,University of Calgary,Calgary,Alberta,86573.8476535601,22998.957653560094,73.43,2025-11-03,2025-12-09,2045-11-03,63574.89,In Grace Period,Scotiabank Student Line of Credit,2,412.19,12
243,243,20,186045.4,5.135,20,240,Education Line of Credit,Simon Fraser University,Burnaby,British Columbia,251279.7383887471,65234.3383887471,74.04,2024-09-03,2024-10-23,2044-09-03,177244.6,Active,Royal Bank of Canada,5,1241.73,0
244,244,3,174373.3,4.774,25,300,Student Loan,University of Calgary,Calgary,Alberta,199201.8817085832,24828.581708583224,87.54,2021-06-03,2022-05-12,2046-06-03,156917.58,Active,Royal Bank of Canada,4,996.54,6
245,245,29,246530.01,4.441,15,180,Student Loan,Concordia University,Montreal,Quebec,286310.67244475905,39780.662444759044,86.11,2019-08-03,2023-05-13,2034-08-03,155472.04,Active,National Bank of Canada,5,1878.51,0
246,246,26,259612.78,4.011,25,300,Graduate Student Loan,Simon Fraser University,Burnaby,British Columbia,314277.67227946327,54664.89227946327,82.61,2023-01-03,2023-05-11,2048-01-03,238649.05,Active,TD Canada Trust,5,1371.91,0
247,247,35,237520.86,11.066,20,240,Private Education Loan,University of Victoria,Victoria,British Columbia,265582.51448650047,28061.654486500483,89.43,2021-12-03,2022-09-04,2041-12-03,219476.28,Active,Canada Student Loans Program,4,2462.34,0
248,248,24,154399.38,6.616,20,240,Private Education Loan,Carleton University,Ottawa,Ontario,199176.07412307797,44776.69412307796,77.52,2025-10-03,2025-12-04,2045-10-03,154399.38,In Grace Period,TD Canada Trust,3,1161.73,12
249,249,21,179690.18,11.267,25,300,Parent PLUS Loan,Concordia University,Montreal,Quebec,257274.60168785445,77584.42168785445,69.84,2026-01-03,2026-03-21,2051-01-03,179690.18,In Grace Period,TD Student Line of Credit,5,1795.96,12
250,250,7,248445.92,8.121,15,180,Parent PLUS Loan,University of Toronto,Toronto,Ontario,358505.7718585194,110059.8518585194,69.3,2022-03-03,2022-05-30,2037-03-03,207338.79,Active,Scotiabank Student Line of Credit,4,2391.67,0
251,251,12,271664.75,3.47,25,300,Professional Student Loan,York University,Toronto,Ontario,361954.0263249709,90289.27632497088,75.06,2019-06-03,2024-01-02,2044-06-03,226805.68,Active,National Bank of Canada,4,1355.65,12
252,252,40,74212.45,5.513,20,240,Parent PLUS Loan,Dalhousie University,Halifax,Nova Scotia,88849.88202198384,14637.432021983841,83.53,2026-02-03,2026-04-30,2046-02-03,74212.45,In Grace Period,BMO Student Banking Program,2,511.04,12
253,253,24,103992.06,4.079,25,300,Professional Student Loan,Dalhousie University,Halifax,Nova Scotia,153365.89274801518,49373.83274801518,67.81,2022-09-03,2022-10-03,2047-09-03,97466.33,Active,Canada Student Loans Program,3,553.45,12
254,254,22,183393.14,3.132,20,240,Graduate Student Loan,Dalhousie University,Halifax,Nova Scotia,215873.55666549044,32480.416665490426,84.95,2024-08-03,2024-11-01,2044-08-03,178947.9,In Forbearance,National Bank of Canada,4,1029.25,12
255,255,1,168994.4,6.728,20,240,Private Education Loan,University of Saskatchewan,Saskatoon,Saskatchewan,193541.27192400018,24546.87192400018,87.32,2025-02-03,2025-04-02,2045-02-03,166259.03,Active,Bank of Montreal,2,1282.76,6
256,256,40,253683.64,6.405,25,300,Private Education Loan,Memorial University,St. John's,Newfoundland,348616.60525470914,94932.96525470912,72.77,2024-03-03,2024-05-27,2049-03-03,246827.45,Active,CIBC,4,1697.86,6
257,257,40,185757.64,4.795999999999999,25,300,Graduate Student Loan,McGill University,Montreal,Quebec,215823.12408076087,30065.484080760856,86.07,2023-03-03,2023-05-09,2048-03-03,175168.4,Active,Bank of Nova Scotia,4,1063.96,6
258,258,8,275887.01,3.015,15,180,Professional Student Loan,Memorial University,St. John's,Newfoundland,433422.83197782724,157535.82197782723,63.65,2020-09-03,2023-09-02,2035-09-03,187419.08,Active,Canada Student Loans Program,5,1907.22,0
259,259,33,176209.81,7.606,20,240,Parent PLUS Loan,University of Victoria,Victoria,British Columbia,239227.9278963583,63018.11789635831,73.66,2024-05-03,2024-06-13,2044-05-03,170590.57,Active,Canada Student Loans Program,4,1430.98,6
260,260,38,247801.28,7.592,20,240,Parent PLUS Loan,McMaster University,Hamilton,Ontario,296436.19190019177,48634.91190019177,83.59,2022-09-03,2023-05-03,2042-09-03,226013.78,Active,Bank of Montreal,5,2010.23,0
261,261,2,333923.75,6.309,15,180,Private Education Loan,Carleton University,Ottawa,Ontario,424442.24044018204,90518.49044018204,78.67,2019-03-03,2023-01-08,2034-03-03,233085.22,Active,CIBC,5,2873.89,12
262,262,3,320735.59,5.489,25,300,Graduate Student Loan,McMaster University,Hamilton,Ontario,452887.0274390037,132151.43743900367,70.82,2022-08-03,2023-01-01,2047-08-03,300019.61,In Deferment,Bank of Montreal,5,1967.49,6
263,263,23,156038.97,2.885,20,240,Professional Student Loan,McMaster University,Hamilton,Ontario,254036.68184455915,97997.71184455915,61.42,2021-06-03,2022-05-07,2041-06-03,132658.72,Active,National Bank of Canada,3,856.43,12
264,264,32,88178.16,4.974,20,240,Graduate Student Loan,University of Waterloo,Waterloo,Ontario,120666.17404110574,32488.014041105736,73.08,2025-02-03,2025-04-18,2045-02-03,87746.92,Active,Bank of Nova Scotia,2,580.67,12
265,265,34,169486.94,10.336,25,300,Private Education Loan,Ryerson University,Toronto,Ontario,211915.0493773562,42428.10937735619,79.98,2022-05-03,2024-01-13,2047-05-03,162535.55,Active,National Bank of Canada,4,1580.45,0
266,266,8,233441.2,10.606,15,180,Parent PLUS Loan,University of British Columbia,Vancouver,British Columbia,278451.22045699914,45010.02045699913,83.84,2024-10-03,2024-11-24,2039-10-03,226730.14,Active,Bank of Montreal,5,2595.82,6
267,267,7,152649.72,5.509,20,240,Education Line of Credit,University of Toronto,Toronto,Ontario,199019.9649196685,46370.244919668505,76.7,2024-01-03,2024-09-09,2044-01-03,147226.91,Active,Bank of Montreal,2,1050.83,12
268,268,21,179826.57,5.309,15,180,Education Line of Credit,McGill University,Montreal,Quebec,227759.34486014512,47932.77486014512,78.95,2021-01-03,2023-09-13,2036-01-03,142411.52,Active,TD Student Line of Credit,4,1451.17,12
269,269,17,153959.71,11.947,15,180,Private Education Loan,University of Toronto,Toronto,Ontario,205169.5970442352,51209.88704423522,75.04,2025-12-03,2026-01-10,2040-12-03,153959.71,In Forbearance,Royal Bank of Canada,4,1842.53,6
270,270,20,104753.25,5.385,20,240,Education Line of Credit,Concordia University,Montreal,Quebec,153621.88285698084,48868.63285698084,68.19,2025-11-03,2026-01-28,2045-11-03,104753.25,In Grace Period,TD Canada Trust,2,713.8,12
271,271,4,82088.51,4.3629999999999995,25,300,Professional Student Loan,York University,Toronto,Ontario,92492.41440006917,10403.90440006918,88.75,2025-11-03,2026-01-17,2050-11-03,82088.51,In Grace Period,Scotiabank Student Line of Credit,2,449.91,12
272,272,14,353680.42,8.83,15,180,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,402319.009436249,48638.58943624899,87.91,2025-12-03,2026-02-10,2040-12-03,349841.97,Active,BMO Student Banking Program,5,3551.58,0
273,273,3,200176.78,9.156,25,300,Private Education Loan,University of Saskatchewan,Saskatoon,Saskatchewan,273892.8441539635,73716.0641539635,73.09,2025-11-03,2025-12-17,2050-11-03,200176.78,In Deferment,Canada Student Loans Program,4,1701.31,6
274,274,22,96904.1,3.959,25,300,Professional Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,132038.27766577233,35134.177665772324,73.39,2024-11-03,2025-01-13,2049-11-03,95949.82,In Deferment,RBC Student Banking,2,509.3,12
275,275,11,175053.08,8.008,20,240,Parent PLUS Loan,York University,Toronto,Ontario,262497.67865141237,87444.59865141238,66.69,2021-10-03,2024-09-11,2041-10-03,158320.14,Active,Canada Student Loans Program,3,1465.09,6
276,276,37,176026.31,5.093,15,180,Graduate Student Loan,Simon Fraser University,Burnaby,British Columbia,257187.6431477355,81161.33314773551,68.44,2024-12-03,2025-01-08,2039-12-03,169365.46,Active,National Bank of Canada,4,1400.55,6
277,277,17,185549.3,4.525,20,240,Professional Student Loan,University of Victoria,Victoria,British Columbia,283176.6417639721,97627.34176397213,65.52,2021-12-03,2024-05-07,2041-12-03,158219.99,Active,Provincial Student Aid,4,1176.38,0
278,278,10,211227.72,3.568,15,180,Graduate Student Loan,McGill University,Montreal,Quebec,275253.83059503185,64026.110595031845,76.74,2021-07-03,2022-01-06,2036-07-03,156093.86,In Deferment,Bank of Nova Scotia,3,1517.09,0
279,279,20,75017.51,4.139,20,240,Graduate Student Loan,University of Victoria,Victoria,British Columbia,124176.96763865923,49159.45763865924,60.41,2024-02-03,2024-04-21,2044-02-03,72134.43,Active,BMO Student Banking Program,2,460.1,12
280,280,19,103444.01,5.475,15,180,Professional Student Loan,University of Alberta,Edmonton,Alberta,116267.99687209708,12823.986872097084,88.97,2025-10-03,2025-11-02,2040-10-03,103444.01,In Grace Period,TD Canada Trust,2,843.85,12
281,281,3,150279.4,5.896,25,300,Education Line of Credit,McGill University,Montreal,Quebec,174783.79454355437,24504.394543554372,85.98,2023-03-03,2023-05-27,2048-03-03,141362.36,Active,CIBC,3,958.72,0
282,282,9,125576.24,4.291,25,300,Graduate Student Loan,University of Calgary,Calgary,Alberta,171657.54039663478,46081.300396634775,73.16,2023-01-03,2023-02-19,2048-01-03,118951.62,Active,RBC Student Banking,3,683.18,12
283,283,25,294516.66,3.934,20,240,Graduate Student Loan,Concordia University,Montreal,Quebec,331873.0225846803,37356.36258468032,88.74,2024-02-03,2024-03-30,2044-02-03,277823.45,Active,CIBC,5,1774.49,6
284,284,20,331572.25,3.683,25,300,Professional Student Loan,University of Toronto,Toronto,Ontario,369473.44612974126,37901.19612974126,89.74,2019-11-03,2024-05-04,2044-11-03,272188.27,Active,Provincial Student Aid,4,1692.65,0
285,285,22,132155.03,4.119,20,240,Professional Student Loan,York University,Toronto,Ontario,148077.2393492692,15922.209349269193,89.25,2025-12-03,2026-02-12,2045-12-03,132155.03,In Grace Period,TD Student Line of Credit,3,809.14,12
286,286,41,117348.05,4.37,20,240,Education Line of Credit,University of Waterloo,Waterloo,Ontario,188653.93595471483,71305.88595471483,62.2,2025-07-03,2025-08-15,2045-07-03,117348.05,In Grace Period,National Bank of Canada,4,734.19,12
287,287,28,177381.07,4.066,15,180,Graduate Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,243261.83937371487,65880.76937371487,72.92,2025-08-03,2025-10-15,2040-08-03,177381.07,In Grace Period,CIBC,4,1317.94,12
288,288,4,262732.71,4.22,20,240,Graduate Student Loan,Memorial University,St. John's,Newfoundland,298680.7815977015,35948.07159770146,87.96,2025-05-03,2025-07-16,2045-05-03,254909.46,Active,Royal Bank of Canada,4,1622.73,0
289,289,25,266071.4,6.006,15,180,Education Line of Credit,Ryerson University,Toronto,Ontario,373961.3806614925,107889.9806614925,71.15,2021-12-03,2023-05-02,2036-12-03,211913.07,Active,CIBC,4,2246.12,0
290,290,12,102327.54,3.928,25,300,Graduate Student Loan,University of Toronto,Toronto,Ontario,153888.65208063717,51561.11208063718,66.49,2020-05-03,2024-09-05,2045-05-03,87538.28,Active,National Bank of Canada,3,536.06,6
291,291,22,262629.64,3.938,20,240,Student Loan,University of Ottawa,Ottawa,Ontario,329611.6235131284,66981.98351312836,79.68,2021-07-03,2024-09-02,2041-07-03,227725.52,Active,Royal Bank of Canada,4,1582.92,12
292,292,34,112435.6,3.955,20,240,Student Loan,Dalhousie University,Halifax,Nova Scotia,158700.3663734188,46264.766373418795,70.85,2026-02-03,2026-04-08,2046-02-03,112435.6,In Grace Period,TD Canada Trust,3,678.67,6
293,293,25,136122.47,7.755,20,240,Education Line of Credit,University of Victoria,Victoria,British Columbia,196118.99551660393,59996.52551660393,69.41,2025-07-03,2025-08-05,2045-07-03,135403.17,Active,Scotiabank Student Line of Credit,2,1117.92,6
294,294,1,200234.09,7.131,20,240,Private Education Loan,University of British Columbia,Vancouver,British Columbia,262482.73896981496,62248.64896981497,76.28,2024-06-03,2024-07-28,2044-06-03,196348.25,Active,Bank of Nova Scotia,3,1568.2,12
295,295,1,170879.0,7.385,25,300,Parent PLUS Loan,University of British Columbia,Vancouver,British Columbia,220797.5681938433,49918.5681938433,77.39,2024-04-03,2024-06-20,2049-04-03,167114.55,Active,TD Student Line of Credit,3,1250.03,6
296,296,32,296632.37,9.374,20,240,Private Education Loan,University of Alberta,Edmonton,Alberta,368490.23776261933,71857.86776261934,80.5,2021-09-03,2023-05-13,2041-09-03,275091.71,Active,RBC Student Banking,4,2740.64,12
297,297,39,241340.33,2.991,15,180,Professional Student Loan,Dalhousie University,Halifax,Nova Scotia,284104.60996471276,42764.27996471277,84.95,2023-05-03,2023-06-19,2038-05-03,209381.05,Active,Bank of Montreal,3,1665.61,6
298,298,35,218396.23,8.318,15,180,Private Education Loan,York University,Toronto,Ontario,259859.72745610564,41463.49745610563,84.04,2024-06-03,2024-08-24,2039-06-03,212065.78,Active,Canada Student Loans Program,3,2127.4,12
299,299,26,190967.45,7.724,20,240,Education Line of Credit,University of Waterloo,Waterloo,Ontario,252971.3846630244,62003.93466302438,75.49,2022-04-03,2024-05-12,2042-04-03,177424.67,Active,National Bank of Canada,5,1564.68,12
300,300,7,232582.3,6.092,25,300,Education Line of Credit,York University,Toronto,Ontario,262186.2647709858,29603.964770985825,88.71,2025-06-03,2025-07-14,2050-06-03,232582.3,In Grace Period,TD Student Line of Credit,3,1511.64,12
301,301,36,365641.91,5.49,15,180,Education Line of Credit,Queen's University,Kingston,Ontario,486271.47366962035,120629.56366962037,75.19,2022-11-03,2024-01-07,2037-11-03,315931.88,Active,Scotiabank Student Line of Credit,5,2985.66,6
302,302,20,273419.5,7.768,25,300,Private Education Loan,Memorial University,St. John's,Newfoundland,330090.531977889,56671.03197788901,82.83,2024-05-03,2024-07-15,2049-05-03,268073.28,Active,BMO Student Banking Program,4,2068.45,6
303,303,30,151550.88,3.825,25,300,Professional Student Loan,York University,Toronto,Ontario,178370.05767468782,26819.177674687817,84.96,2025-10-03,2025-11-22,2050-10-03,149722.55,Active,CIBC,3,785.37,0
304,304,35,75865.13,7.107,15,180,Parent PLUS Loan,Dalhousie University,Halifax,Nova Scotia,120372.0757273157,44506.9457273157,63.03,2023-11-03,2024-01-06,2038-11-03,68386.5,Active,Bank of Montreal,2,686.44,0
305,305,33,67241.39,5.442,15,180,Professional Student Loan,University of Ottawa,Ottawa,Ontario,97272.42690498155,30031.03690498155,69.13,2022-07-03,2023-01-06,2037-07-03,55170.3,Active,CIBC,2,547.35,0
306,306,26,279369.28,7.745,25,300,Private Education Loan,University of Waterloo,Waterloo,Ontario,328781.25216309895,49411.97216309892,84.97,2026-02-03,2026-05-01,2051-02-03,279063.14,Active,RBC Student Banking,5,2109.24,0
307,307,3,152622.7,3.651,20,240,Student Loan,Concordia University,Montreal,Quebec,184594.51841761652,31971.81841761651,82.68,2022-09-03,2024-05-09,2042-09-03,132777.58,In Deferment,BMO Student Banking Program,2,897.04,0
308,308,34,69433.54,4.736,15,180,Professional Student Loan,Memorial University,St. John's,Newfoundland,94979.79119573471,25546.251195734716,73.1,2025-04-03,2025-06-23,2040-04-03,66176.93,Active,BMO Student Banking Program,2,539.57,0
309,309,25,233198.22,4.264,25,300,Professional Student Loan,Concordia University,Montreal,Quebec,294834.94177263347,61636.721772633464,79.09,2022-09-03,2023-09-13,2047-09-03,218919.39,Active,BMO Student Banking Program,4,1265.15,12
310,310,37,189747.48,6.817,15,180,Education Line of Credit,McGill University,Montreal,Quebec,315115.05799697194,125367.57799697193,60.22,2024-12-03,2025-01-19,2039-12-03,183507.36,Active,Canada Student Loans Program,4,1686.15,6
311,311,10,301081.45,3.214,25,300,Student Loan,McMaster University,Hamilton,Ontario,427967.18756778166,126885.73756778165,70.35,2020-09-03,2024-05-01,2045-09-03,253075.07,Active,Bank of Montreal,5,1461.5,0
312,312,15,127269.41,4.789,20,240,Graduate Student Loan,University of British Columbia,Vancouver,British Columbia,194708.37625116287,67438.96625116287,65.36,2025-04-03,2025-07-01,2045-04-03,125346.83,Active,Royal Bank of Canada,2,825.16,6
313,313,27,206349.84,4.15,20,240,Student Loan,Dalhousie University,Halifax,Nova Scotia,291149.4680027688,84799.62800276882,70.87,2023-12-03,2024-02-19,2043-12-03,193727.53,Active,BMO Student Banking Program,4,1266.81,6
314,314,2,198300.72,4.266,25,300,Student Loan,University of Waterloo,Waterloo,Ontario,266018.92473100935,67718.20473100935,74.54,2019-06-03,2022-05-01,2044-06-03,162547.69,Active,Scotiabank Student Line of Credit,5,1076.05,0
315,315,36,192968.11,9.417,15,180,Parent PLUS Loan,McGill University,Montreal,Quebec,274826.9010664801,81858.7910664801,70.21,2021-05-03,2022-05-05,2036-05-03,156301.67,Active,Scotiabank Student Line of Credit,4,2005.37,0
316,316,32,64422.79,4.051,15,180,Student Loan,Memorial University,St. John's,Newfoundland,87713.73007530862,23290.940075308616,73.45,2025-07-03,2025-08-14,2040-07-03,62044.6,Active,Bank of Nova Scotia,2,478.18,0
317,317,10,166289.29,6.003,25,300,Private Education Loan,McMaster University,Hamilton,Ontario,248567.45524837356,82278.16524837355,66.9,2021-11-03,2023-09-05,2046-11-03,153616.54,Active,CIBC,3,1071.71,6
318,318,41,361229.91,7.633,20,240,Education Line of Credit,Ryerson University,Toronto,Ontario,432171.6500299233,70941.74002992333,83.58,2019-01-03,2023-01-11,2039-01-03,298763.07,Active,CIBC,5,2939.49,12
319,319,3,139362.68,8.440999999999999,25,300,Parent PLUS Loan,York University,Toronto,Ontario,227055.3078929615,87692.6278929615,61.38,2024-03-03,2024-05-31,2049-03-03,135650.06,Active,TD Student Line of Credit,3,1116.65,0
320,320,19,73356.93,2.784,20,240,Professional Student Loan,University of Toronto,Toronto,Ontario,106560.75963353377,33203.82963353378,68.84,2021-05-03,2023-05-12,2041-05-03,60471.53,Active,National Bank of Canada,2,398.95,6
321,321,39,112316.78,4.841,15,180,Education Line of Credit,York University,Toronto,Ontario,152487.69628176582,40170.91628176582,73.66,2021-08-03,2023-05-05,2036-08-03,85622.94,Active,Scotiabank Student Line of Credit,2,878.92,0
322,322,36,88608.32,8.436,25,300,Education Line of Credit,Carleton University,Ottawa,Ontario,140238.3302042455,51630.01020424548,63.18,2025-11-03,2025-12-22,2050-11-03,88608.32,In Grace Period,Royal Bank of Canada,3,709.68,12
323,323,20,80713.47,11.352,25,300,Parent PLUS Loan,Dalhousie University,Halifax,Nova Scotia,103945.75687757158,23232.286877571576,77.65,2024-01-03,2024-02-06,2049-01-03,79239.96,Active,TD Canada Trust,2,811.71,0
324,324,34,171281.51,6.725,20,240,Education Line of Credit,NAIT,Edmonton,Alberta,221899.93376226374,50618.42376226373,77.19,2022-04-03,2024-01-14,2042-04-03,152619.2,Active,Canada Student Loans Program,3,1299.82,0
325,325,18,67014.23,8.676,25,300,Parent PLUS Loan,University of Manitoba,Winnipeg,Manitoba,97906.60144652771,30892.371446527715,68.45,2022-03-03,2024-01-03,2047-03-03,63846.4,Active,Bank of Montreal,2,547.59,6
326,326,14,239623.33,4.417,15,180,Student Loan,York University,Toronto,Ontario,373504.3762826106,133881.0462826106,64.16,2021-06-03,2023-09-02,2036-06-03,192553.98,Active,Bank of Montreal,5,1822.95,12
327,327,6,125865.3,12.298,25,300,Private Education Loan,Dalhousie University,Halifax,Nova Scotia,142238.93789114585,16373.637891145845,88.49,2024-09-03,2024-11-20,2049-09-03,124986.63,Active,Provincial Student Aid,2,1353.44,6
328,328,26,221448.4,3.012,25,300,Graduate Student Loan,Memorial University,St. John's,Newfoundland,253891.80699220338,32443.40699220338,87.22,2023-04-03,2023-06-20,2048-04-03,209202.27,Active,BMO Student Banking Program,5,1051.52,12
329,329,9,101795.66,6.88,20,240,Parent PLUS Loan,Simon Fraser University,Burnaby,British Columbia,151044.37931416006,49248.71931416006,67.39,2026-04-03,2026-06-10,2046-04-03,101795.66,In Grace Period,Canada Student Loans Program,3,781.91,12
330,330,26,255699.0,10.907,20,240,Parent PLUS Loan,University of Alberta,Edmonton,Alberta,358794.24449745123,103095.24449745123,71.27,2025-04-03,2025-06-01,2045-04-03,251925.58,Active,Canada Student Loans Program,4,2623.13,0
331,331,41,82571.84,3.92,20,240,Graduate Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,131607.75174166914,49035.911741669144,62.74,2023-06-03,2024-05-13,2043-06-03,74417.21,Active,CIBC,2,496.9,0
332,332,34,118517.39,3.529,25,300,Professional Student Loan,University of Waterloo,Waterloo,Ontario,133191.33773087763,14673.947730877626,88.98,2024-04-03,2024-05-03,2049-04-03,113965.3,Active,Provincial Student Aid,2,595.17,6
333,333,3,138561.95,4.4030000000000005,20,240,Professional Student Loan,University of Waterloo,Waterloo,Ontario,186969.1290966799,48407.1790966799,74.11,2024-10-03,2024-11-09,2044-10-03,131857.9,Active,CIBC,2,869.37,0
334,334,33,91209.02,3.706,20,240,Student Loan,University of Calgary,Calgary,Alberta,103647.63025387475,12438.610253874751,88.0,2021-10-03,2024-09-14,2041-10-03,79702.75,Active,Scotiabank Student Line of Credit,2,538.68,12
335,335,15,239255.55,5.747,20,240,Education Line of Credit,University of Victoria,Victoria,British Columbia,332036.9640194038,92781.4140194038,72.06,2019-09-03,2024-01-06,2039-09-03,187393.64,Active,Royal Bank of Canada,4,1679.36,0
336,336,31,270378.29,3.404,25,300,Student Loan,University of British Columbia,Vancouver,British Columbia,352663.90124825086,82285.61124825088,76.67,2023-04-03,2023-06-07,2048-04-03,252470.8,Active,TD Canada Trust,5,1339.7,6
337,337,5,81586.19,4.229,20,240,Student Loan,University of Ottawa,Ottawa,Ontario,107058.99155371918,25472.801553719182,76.21,2022-04-03,2022-09-03,2042-04-03,71791.97,Active,Scotiabank Student Line of Credit,2,504.3,6
338,338,16,236006.33,2.502,25,300,Professional Student Loan,University of Waterloo,Waterloo,Ontario,263438.3804202841,27432.050420284126,89.59,2020-08-03,2023-05-09,2045-08-03,198525.37,Active,Provincial Student Aid,3,1059.0,6
339,339,11,226913.68,7.501,25,300,Private Education Loan,University of Toronto,Toronto,Ontario,349318.43109758914,122404.75109758915,64.96,2019-03-03,2023-05-15,2044-03-03,200175.23,Active,Canada Student Loans Program,5,1677.02,6
340,340,14,139577.1,3.736,20,240,Graduate Student Loan,University of Manitoba,Winnipeg,Manitoba,185352.91613454104,45775.81613454103,75.3,2025-02-03,2025-05-03,2045-02-03,133977.08,Active,Provincial Student Aid,3,826.52,0
341,341,25,154278.74,3.156,25,300,Graduate Student Loan,University of Alberta,Edmonton,Alberta,197801.362146522,43522.622146522015,78.0,2022-05-03,2023-01-04,2047-05-03,141888.32,Active,Provincial Student Aid,3,744.19,12
342,342,23,230702.57,4.287,25,300,Graduate Student Loan,University of Saskatchewan,Saskatoon,Saskatchewan,312292.9112050529,81590.34120505292,73.87,2022-02-03,2022-03-17,2047-02-03,213218.48,Active,National Bank of Canada,4,1254.59,12
343,343,2,212952.23,6.075,20,240,Education Line of Credit,McGill University,Montreal,Quebec,339681.5255565436,126729.2955565436,62.69,2026-04-03,2026-05-06,2046-04-03,212952.23,In Grace Period,Scotiabank Student Line of Credit,5,1534.88,6
344,344,40,164663.25,11.966,20,240,Private Education Loan,NAIT,Edmonton,Alberta,265540.89407861733,100877.64407861733,62.01,2021-05-03,2024-05-11,2041-05-03,153059.92,In Deferment,Bank of Nova Scotia,3,1809.18,6
345,345,5,98474.13,4.558,20,240,Graduate Student Loan,McGill University,Montreal,Quebec,130110.42635899331,31636.296358993306,75.69,2024-02-03,2024-03-25,2044-02-03,93247.11,Active,TD Student Line of Credit,2,626.08,6
