payer_id,age,annual_income_cad,employment_status,marital_status,city,province,loan_amount,interest_rate,loan_term_years,loan_term_months,current_balance,loan_status,monthly_payment,origination_date,maturity_date,delinquency_risk,lender,institution_name,institution_city,institution_province,program_name,field_of_study,program_type,program_difficulty,program_duration_years,graduation_rate,employment_rate_percent,average_starting_salary,total_payments_made,avg_payment_amount,late_payment_count,missed_payment_count,last_payment_date,income_category,age_group,remaining_balance_pct,payment_to_income_ratio_pct,campaign_priority,program_difficulty_label
730,29,66503,Full-time,Single,Laval,Quebec,229861.73,3.817,15,180,162683.41,Active,1679.26,2020-12-08,2035-12-08,2.0,Bank of Montreal,University of Victoria,Victoria,British Columbia,,,,,,,,,47,2414.38,0,0,2023-12-03,Medium Income,Young Professional (25-34),70.77,30.3,Immediate Intervention,Difficulty nan
481,30,0,Unemployed,Single,Ottawa,Ontario,228918.11,4.158,20,240,211595.91,Active,1406.33,2024-01-08,2044-01-08,2.0,TD Canada Trust,Memorial University,St. John's,Newfoundland,,,,,,,,,47,6030.48,0,0,2023-12-02,Low Income,Young Professional (25-34),92.43,inf,Immediate Intervention,Difficulty nan
764,37,17264,Part-time,Widowed,Calgary,Alberta,228673.5,4.731,20,240,177166.57,Active,1475.37,2019-06-08,2039-06-08,2.0,Royal Bank of Canada,University of Ottawa,Ottawa,Ontario,,,,,,,,,48,2748.68,0,0,2023-12-01,Low Income,Mid-Career (35-49),77.48,102.55,Immediate Intervention,Difficulty nan
86,30,0,Unemployed,Divorced,Quebec City,Quebec,227415.45,10.6,15,180,193339.34,Active,2527.96,2021-12-08,2036-12-08,2.0,Canada Student Loans Program,Memorial University,St. John's,Newfoundland,Master of Science in Engineering,Engineering,Master's,3.0,2.0,93.0,93.0,87004.95,22,2527.96,0,0,2023-12-02,Low Income,Young Professional (25-34),85.02,inf,Immediate Intervention,High Difficulty
963,20,49280,Full-time,Married,Brandon,Manitoba,226230.25,5.729,15,180,135772.09,Active,1876.1,2018-10-08,2033-10-08,2.0,Royal Bank of Canada,University of Ottawa,Ottawa,Ontario,Psychology,Social Sciences,Bachelor's,2.0,4.0,78.4,78.4,44256.05,23,1876.1,0,0,2023-12-04,Medium Income,Young Adult (18-24),60.02,45.68,Immediate Intervention,Medium Difficulty
370,26,55426,Full-time,Married,Winnipeg,Manitoba,223690.12,4.335,20,240,188030.28,Active,1395.33,2021-03-08,2041-03-08,2.0,TD Student Line of Credit,University of Victoria,Victoria,British Columbia,Chemical Engineering,Engineering,Bachelor's,3.0,4.0,88.5,88.5,73095.5,23,1395.33,0,0,2023-12-01,Medium Income,Young Professional (25-34),84.06,30.21,Immediate Intervention,High Difficulty
633,19,20113,Part-time,Common-law,Laval,Quebec,223559.87,4.096,15,180,137244.93,Active,1664.42,2019-06-08,2034-06-08,2.0,Provincial Student Aid,Simon Fraser University,Burnaby,British Columbia,Master of Social Work,Social Sciences,Master's,2.0,2.0,88.4,88.4,55944.69,0,0.0,0,0,Never,Low Income,Young Adult (18-24),61.39,99.3,Immediate Intervention,Medium Difficulty
965,26,44112,Full-time,Divorced,Brandon,Manitoba,222947.83,10.967,15,180,182166.07,Active,2529.4,2020-03-08,2035-03-08,2.0,Scotiabank Student Line of Credit,York University,Toronto,Ontario,Medical Assistant,Healthcare,Certificate,1.0,1.0,86.8,86.8,36563.35,7,2529.4,0,0,2023-12-02,Medium Income,Young Professional (25-34),81.71,68.81,Immediate Intervention,Low Difficulty
130,41,0,Unemployed,Widowed,Lethbridge,Alberta,222121.1,9.233,15,180,193752.13,Active,2283.79,2022-04-08,2037-04-08,2.0,BMO Student Banking Program,Simon Fraser University,Burnaby,British Columbia,Chemistry,Science,Bachelor's,3.0,4.0,78.3,78.3,54889.19,10,2283.79,0,0,2023-12-02,Low Income,Mid-Career (35-49),87.23,inf,Immediate Intervention,High Difficulty
622,44,21842,Part-time,Single,Brandon,Manitoba,221857.39,12.878,15,180,204028.39,Active,2789.25,2022-10-08,2037-10-08,2.0,National Bank of Canada,NAIT,Edmonton,Alberta,Sports Management,Business,Bachelor's,1.0,4.0,73.4,73.4,40048.59,12,2789.25,0,0,2023-12-05,Low Income,Mid-Career (35-49),91.96,153.24,Immediate Intervention,Low Difficulty
252,21,0,Unemployed,Widowed,Calgary,Alberta,221751.15,3.405,20,240,166240.15,Active,1275.27,2019-12-08,2039-12-08,2.0,TD Student Line of Credit,University of Alberta,Edmonton,Alberta,Criminal Justice,Social Sciences,Bachelor's,2.0,4.0,82.2,82.2,45869.85,22,1275.27,0,0,2023-12-03,Low Income,Young Adult (18-24),74.97,inf,Immediate Intervention,Medium Difficulty
967,27,18064,Part-time,Divorced,Ottawa,Ontario,221737.31,3.825,15,180,139774.26,Active,1620.79,2019-10-08,2034-10-08,2.0,RBC Student Banking,Concordia University,Montreal,Quebec,Doctor of Pharmacy,Healthcare,Professional,3.0,4.0,94.0,94.0,90553.81,11,1620.79,0,0,2023-12-03,Low Income,Young Professional (25-34),63.04,107.67,Immediate Intervention,High Difficulty
650,30,72852,Full-time,Married,Edmonton,Alberta,221586.91,5.009,15,180,166297.36,Active,1753.33,2021-05-08,2036-05-08,2.0,National Bank of Canada,Queen's University,Kingston,Ontario,Juris Doctor (Law),Law,Professional,3.0,3.0,78.8,78.8,75387.23,19,1753.33,0,0,2023-12-01,High Income,Young Professional (25-34),75.05,28.88,Immediate Intervention,High Difficulty
330,36,73657,Full-time,Single,Laval,Quebec,221026.56,5.952,25,300,201186.3,Active,1417.6,2021-10-08,2046-10-08,2.0,Bank of Nova Scotia,Simon Fraser University,Burnaby,British Columbia,Sports Management,Business,Bachelor's,1.0,4.0,73.4,73.4,40048.59,23,1417.6,0,0,2023-12-01,High Income,Mid-Career (35-49),91.02,23.1,Immediate Intervention,Low Difficulty
548,24,0,Unemployed,Common-law,Toronto,Ontario,219438.89,3.762,15,180,184847.45,Active,1597.12,2022-04-08,2037-04-08,2.0,TD Student Line of Credit,NAIT,Edmonton,Alberta,Master of Education,Education,Master's,2.0,2.0,89.0,89.0,62772.62,11,1597.12,0,0,2023-12-05,Low Income,Young Adult (18-24),84.24,inf,Immediate Intervention,Medium Difficulty
324,41,22556,Part-time,Divorced,London,Ontario,218507.08,4.85,15,180,151689.6,Active,1710.91,2019-07-08,2034-07-08,2.0,TD Canada Trust,Carleton University,Ottawa,Ontario,Marketing,Business,Bachelor's,1.0,4.0,82.9,82.9,47788.43,23,1710.91,0,0,2023-12-02,Low Income,Mid-Career (35-49),69.42,91.02,Immediate Intervention,Low Difficulty
310,31,20048,Part-time,Divorced,Brandon,Manitoba,217542.81,8.459,25,300,206350.95,In Deferment,1745.71,2022-07-08,2047-07-08,2.0,Canada Student Loans Program,Ryerson University,Toronto,Ontario,,,,,,,,,47,1216.44,0,0,2023-12-01,Low Income,Young Professional (25-34),94.86,104.49,Immediate Intervention,Difficulty nan
359,24,0,Unemployed,Divorced,Montreal,Quebec,217533.26,5.302,20,240,161960.79,Active,1472.16,2018-12-08,2038-12-08,2.0,Canada Student Loans Program,York University,Toronto,Ontario,Elementary Education,Education,Bachelor's,2.0,4.0,87.2,87.2,48470.28,7,1472.16,0,0,2023-12-01,Low Income,Young Adult (18-24),74.45,inf,Immediate Intervention,Medium Difficulty
402,39,24196,Part-time,Divorced,Surrey,British Columbia,217285.7,9.919,15,180,189395.46,Active,2324.21,2022-08-08,2037-08-08,2.0,TD Canada Trust,Queen's University,Kingston,Ontario,Physics,Science,Bachelor's,3.0,4.0,73.4,73.4,52697.17,15,2324.21,0,0,2023-12-03,Low Income,Mid-Career (35-49),87.16,115.27,Immediate Intervention,High Difficulty
736,39,60131,Full-time,Married,Surrey,British Columbia,216974.59,2.74,20,240,149964.34,Active,1175.29,2018-06-08,2038-06-08,2.0,National Bank of Canada,University of Ottawa,Ottawa,Ontario,Nursing,Healthcare,Bachelor's,2.0,4.0,92.5,92.5,65996.75,7,1007.3914285714285,0,1,2023-12-03,Medium Income,Mid-Career (35-49),69.12,23.45,Immediate Intervention,Medium Difficulty
356,40,48303,Full-time,Single,Lethbridge,Alberta,216234.09,3.924,25,300,205635.6,Active,1132.31,2024-04-08,2049-04-08,2.0,Canada Student Loans Program,Memorial University,St. John's,Newfoundland,,,,,,,,,47,5106.37,0,0,2023-12-01,Medium Income,Mid-Career (35-49),95.1,28.13,Immediate Intervention,Difficulty nan
422,26,0,Unemployed,Divorced,Calgary,Alberta,216093.5,3.017,20,240,215436.51,Active,1200.29,2025-09-08,2045-09-08,2.0,BMO Student Banking Program,Dalhousie University,Halifax,Nova Scotia,,,,,,,,,47,2323.35,0,0,2023-12-01,Low Income,Young Professional (25-34),99.7,inf,Immediate Intervention,Difficulty nan
204,23,19563,Part-time,Widowed,Toronto,Ontario,215008.17,3.969,20,240,158929.11,Active,1299.4,2018-06-08,2038-06-08,2.0,Bank of Montreal,McGill University,Montreal,Quebec,,,,,,,,,47,3122.6500000000005,0,0,2023-12-08,Low Income,Young Adult (18-24),73.92,79.71,Immediate Intervention,Difficulty nan
754,32,0,Unemployed,Married,Montreal,Quebec,211851.59,5.785,15,180,122724.45,Active,1763.21,2018-06-08,2033-06-08,2.0,Canada Student Loans Program,NAIT,Edmonton,Alberta,Nursing,Healthcare,Bachelor's,2.0,4.0,92.5,92.5,65996.75,10,1763.2099999999998,0,0,2023-12-04,Low Income,Young Professional (25-34),57.93,inf,Immediate Intervention,Medium Difficulty
358,34,0,Unemployed,Married,Surrey,British Columbia,211516.96,2.984,25,300,179143.19,Active,1001.28,2020-02-08,2045-02-08,2.0,National Bank of Canada,University of Waterloo,Waterloo,Ontario,Sports Management,Business,Bachelor's,1.0,4.0,73.4,73.4,40048.59,18,1001.2800000000001,0,0,2023-12-03,Low Income,Young Professional (25-34),84.69,inf,Immediate Intervention,Low Difficulty
979,43,0,Unemployed,Married,Vancouver,British Columbia,210612.69,3.13,15,180,142384.47,Active,1467.66,2020-08-08,2035-08-08,2.0,Bank of Nova Scotia,York University,Toronto,Ontario,Human Resources,Business,Bachelor's,1.0,4.0,84.0,84.0,53249.69,18,1467.66,0,0,2023-12-03,Low Income,Mid-Career (35-49),67.6,inf,Immediate Intervention,Low Difficulty
895,38,16868,Part-time,Married,Lethbridge,Alberta,209989.98,12.467,15,180,147497.76,Active,2583.66,2018-08-08,2033-08-08,2.0,Scotiabank Student Line of Credit,Dalhousie University,Halifax,Nova Scotia,Network Administration,Technology,Certificate,2.0,2.0,79.4,79.4,53377.98,6,2583.66,0,0,2023-12-03,Low Income,Mid-Career (35-49),70.24,183.8,Immediate Intervention,Medium Difficulty
782,25,0,Unemployed,Widowed,Hamilton,Ontario,208244.52,3.657,15,180,127321.44,Active,1504.81,2019-07-08,2034-07-08,2.0,TD Canada Trust,Queen's University,Kingston,Ontario,Social Work,Social Sciences,Bachelor's,2.0,4.0,81.7,81.7,47749.46,3,1504.8100000000002,0,0,2023-12-02,Low Income,Young Professional (25-34),61.14,inf,Immediate Intervention,Medium Difficulty
801,28,50715,Full-time,Married,Toronto,Ontario,207512.8,8.793,15,180,181653.7,In Forbearance,2079.26,2021-12-08,2036-12-08,2.0,Bank of Montreal,McGill University,Montreal,Quebec,Psychology,Social Sciences,Bachelor's,2.0,4.0,78.4,78.4,44256.05,23,2079.26,0,0,2023-12-02,Medium Income,Young Professional (25-34),87.54,49.2,Immediate Intervention,Medium Difficulty
910,22,19101,Part-time,Widowed,Toronto,Ontario,206190.16,3.307,25,300,192841.26,Active,1011.02,2022-11-08,2047-11-08,2.0,National Bank of Canada,McGill University,Montreal,Quebec,,,,,,,,,47,3693.59,0,0,2023-12-03,Low Income,Young Adult (18-24),93.53,63.52,Immediate Intervention,Difficulty nan
989,22,51280,Full-time,Single,Quebec City,Quebec,206186.85,6.174,20,240,163057.06,Active,1497.96,2018-09-08,2038-09-08,2.0,Provincial Student Aid,Memorial University,St. John's,Newfoundland,Social Work,Social Sciences,Bachelor's,2.0,4.0,81.7,81.7,47749.46,10,1348.164,0,1,2023-12-05,Medium Income,Young Adult (18-24),79.08,35.05,Immediate Intervention,Medium Difficulty
123,30,0,Unemployed,Married,Lethbridge,Alberta,206125.16,5.128,25,300,199419.13,Active,1220.41,2024-03-08,2049-03-08,2.0,RBC Student Banking,University of British Columbia,Vancouver,British Columbia,,,,,,,,,47,2469.75,0,0,2023-12-01,Low Income,Young Professional (25-34),96.75,inf,Immediate Intervention,Difficulty nan
457,37,0,Unemployed,Common-law,Steinbach,Manitoba,205866.49,4.391,20,240,153166.48,Active,1290.33,2018-05-08,2038-05-08,2.0,RBC Student Banking,Concordia University,Montreal,Quebec,Doctor of Pharmacy,Healthcare,Professional,3.0,4.0,94.0,94.0,90553.81,11,1290.33,0,0,2023-12-01,Low Income,Mid-Career (35-49),74.4,inf,Immediate Intervention,High Difficulty
955,31,0,Unemployed,Widowed,Ottawa,Ontario,204964.75,4.193,15,180,163167.95,Active,1536.0,2022-05-08,2037-05-08,2.0,Provincial Student Aid,Memorial University,St. John's,Newfoundland,Network Administration,Technology,Certificate,2.0,2.0,79.4,79.4,53377.98,7,1536.0,0,0,2023-12-03,Low Income,Young Professional (25-34),79.61,inf,Immediate Intervention,Medium Difficulty
13,26,0,Unemployed,Common-law,Montreal,Quebec,204163.66,2.681,20,240,162874.53,Active,1099.96,2021-04-08,2041-04-08,2.0,Provincial Student Aid,Memorial University,St. John's,Newfoundland,Master of Business Administration,Business,Master's,2.0,2.0,92.6,92.6,93253.27,19,1099.96,0,0,2023-12-02,Low Income,Young Professional (25-34),79.78,inf,Immediate Intervention,Medium Difficulty
894,20,0,Unemployed,Widowed,Edmonton,Alberta,203455.61,4.215,15,180,169566.57,Active,1526.95,2022-07-08,2037-07-08,2.0,Bank of Montreal,University of Victoria,Victoria,British Columbia,Architecture,Design,Bachelor's,3.0,5.0,68.1,68.1,64043.12,15,1425.1533333333332,0,1,2023-12-02,Low Income,Young Adult (18-24),83.34,inf,Immediate Intervention,High Difficulty
40,33,49493,Full-time,Divorced,Ottawa,Ontario,203269.46,11.045,15,180,161453.92,Active,2316.1,2020-03-08,2035-03-08,2.0,Bank of Nova Scotia,University of Victoria,Victoria,British Columbia,Communications,Liberal Arts,Bachelor's,1.0,4.0,75.2,75.2,43205.15,19,2316.1,0,0,2023-12-01,Medium Income,Young Professional (25-34),79.43,56.16,Immediate Intervention,Low Difficulty
247,34,0,Unemployed,Divorced,Winnipeg,Manitoba,202868.77,3.587,15,180,182601.73,Active,1458.96,2024-05-08,2039-05-08,2.0,Scotiabank Student Line of Credit,University of British Columbia,Vancouver,British Columbia,,,,,,,,,47,6334.47,0,0,2023-12-02,Low Income,Young Professional (25-34),90.01,inf,Immediate Intervention,Difficulty nan
759,34,0,Unemployed,Widowed,Quebec City,Quebec,201875.4,3.084,15,180,135270.59,Active,1402.28,2020-02-08,2035-02-08,2.0,TD Student Line of Credit,University of Waterloo,Waterloo,Ontario,HVAC Technology,Technical,Certificate,1.0,2.0,92.0,92.0,46389.64,6,1402.28,0,0,2023-12-07,Low Income,Young Professional (25-34),67.01,inf,Immediate Intervention,Low Difficulty
260,21,20347,Part-time,Common-law,Vancouver,British Columbia,201077.67,7.406,25,300,185894.77,Active,1473.67,2021-09-08,2046-09-08,2.0,Bank of Nova Scotia,Ryerson University,Toronto,Ontario,Early Childhood Education,Education,Bachelor's,1.0,4.0,80.9,80.9,46386.58,23,1473.67,0,0,2023-12-02,Low Income,Young Adult (18-24),92.45,86.91,Immediate Intervention,Low Difficulty
428,44,17732,Part-time,Married,Winnipeg,Manitoba,200790.42,8.964,20,240,189918.7,Active,1801.92,2023-02-08,2043-02-08,2.0,BMO Student Banking Program,NAIT,Edmonton,Alberta,,,,,,,,,47,4084.48,0,0,2023-12-05,Low Income,Mid-Career (35-49),94.59,121.94,Immediate Intervention,Difficulty nan
807,31,15029,Part-time,Single,Montreal,Quebec,200548.18,12.417,20,240,176435.31,Active,2266.79,2018-08-08,2038-08-08,2.0,CIBC,University of Alberta,Edmonton,Alberta,Master of Social Work,Social Sciences,Master's,2.0,2.0,88.4,88.4,55944.69,19,2266.79,0,0,2023-12-01,Low Income,Young Professional (25-34),87.98,180.99,Immediate Intervention,Medium Difficulty
619,22,19683,Part-time,Common-law,London,Ontario,199480.57,3.566,25,300,181969.12,Active,1005.72,2022-12-08,2047-12-08,2.0,RBC Student Banking,University of Calgary,Calgary,Alberta,,,,,,,,,47,1505.2900000000002,0,0,2023-12-02,Low Income,Young Adult (18-24),91.22,61.32,Immediate Intervention,Difficulty nan
261,24,0,Unemployed,Widowed,Vancouver,British Columbia,198339.49,3.176,20,240,159859.56,Active,1117.54,2020-05-08,2040-05-08,2.0,Bank of Nova Scotia,McGill University,Montreal,Quebec,,,,,,,,,47,1674.48,0,0,2023-12-01,Low Income,Young Adult (18-24),80.6,inf,Immediate Intervention,Difficulty nan
355,32,0,Unemployed,Common-law,Surrey,British Columbia,197500.66,8.302,25,300,184611.47,Active,1564.06,2021-04-08,2046-04-08,2.0,Royal Bank of Canada,McMaster University,Hamilton,Ontario,Master of Business Administration,Business,Master's,2.0,2.0,92.6,92.6,93253.27,18,1564.06,0,0,2023-12-01,Low Income,Young Professional (25-34),93.47,inf,Immediate Intervention,Medium Difficulty
145,31,0,Unemployed,Single,Calgary,Alberta,194599.95,10.521,15,180,173271.12,Active,2153.64,2021-12-08,2036-12-08,2.0,Bank of Nova Scotia,University of Alberta,Edmonton,Alberta,Pre-Medicine,Science,Bachelor's,3.0,4.0,63.0,63.0,45054.86,19,2153.64,0,0,2023-12-02,Low Income,Young Professional (25-34),89.04,inf,Immediate Intervention,High Difficulty
761,36,0,Unemployed,Widowed,Hamilton,Ontario,193644.2,5.995,15,180,156764.82,Active,1633.56,2022-03-08,2037-03-08,2.0,Bank of Nova Scotia,York University,Toronto,Ontario,Automotive Technology,Technical,Certificate,1.0,2.0,82.5,82.5,43070.11,15,1633.56,0,0,2023-12-02,Low Income,Mid-Career (35-49),80.96,inf,Immediate Intervention,Low Difficulty
636,28,0,Unemployed,Divorced,Steinbach,Manitoba,192773.88,5.685,15,180,152734.65,Active,1594.11,2021-06-08,2036-06-08,2.0,BMO Student Banking Program,University of Manitoba,Winnipeg,Manitoba,Early Childhood Education,Education,Bachelor's,1.0,4.0,80.9,80.9,46386.58,19,1594.11,0,0,2023-12-02,Low Income,Young Professional (25-34),79.23,inf,Immediate Intervention,Low Difficulty
586,35,21656,Part-time,Married,Red Deer,Alberta,192720.29,7.171,15,180,155497.6,Active,1750.7,2021-05-08,2036-05-08,2.0,TD Canada Trust,Concordia University,Montreal,Quebec,Nursing,Healthcare,Bachelor's,2.0,4.0,92.5,92.5,65996.75,10,1750.7,0,0,2023-12-02,Low Income,Mid-Career (35-49),80.69,97.01,Immediate Intervention,Medium Difficulty
887,32,0,Unemployed,Single,Red Deer,Alberta,192004.31,7.112,20,240,160024.18,Active,1501.54,2020-06-08,2040-06-08,2.0,Provincial Student Aid,University of Alberta,Edmonton,Alberta,Medical Assistant,Healthcare,Certificate,1.0,1.0,86.8,86.8,36563.35,15,1501.54,0,0,2023-12-03,Low Income,Young Professional (25-34),83.34,inf,Immediate Intervention,Low Difficulty
70,28,18165,Part-time,Divorced,Winnipeg,Manitoba,191823.1,4.12,15,180,134755.94,Active,1430.46,2020-10-08,2035-10-08,2.0,TD Student Line of Credit,Simon Fraser University,Burnaby,British Columbia,HVAC Technology,Technical,Certificate,1.0,2.0,92.0,92.0,46389.64,11,1430.46,0,0,2023-12-02,Low Income,Young Professional (25-34),70.25,94.5,Immediate Intervention,Low Difficulty
842,26,57477,Full-time,Married,Ottawa,Ontario,190392.47,7.488,15,180,116068.29,Active,1763.66,2018-06-08,2033-06-08,2.0,CIBC,Carleton University,Ottawa,Ontario,,,,,,,,,48,3046.48,0,0,2023-12-14,Medium Income,Young Professional (25-34),60.96,36.82,Immediate Intervention,Difficulty nan
226,19,47733,Full-time,Divorced,Vancouver,British Columbia,188814.66,6.673,15,180,136545.8,Active,1662.79,2020-07-08,2035-07-08,2.0,TD Canada Trust,NAIT,Edmonton,Alberta,Master of Social Work,Social Sciences,Master's,2.0,2.0,88.4,88.4,55944.69,23,1518.1995652173912,0,2,2023-12-08,Medium Income,Young Adult (18-24),72.32,41.8,Immediate Intervention,Medium Difficulty
413,21,0,Unemployed,Single,Winnipeg,Manitoba,188275.17,4.663,15,180,156144.62,Active,1456.03,2022-05-08,2037-05-08,2.0,BMO Student Banking Program,University of Alberta,Edmonton,Alberta,Master of Social Work,Social Sciences,Master's,2.0,2.0,88.4,88.4,55944.69,11,1456.03,0,0,2023-12-03,Low Income,Young Adult (18-24),82.93,inf,Immediate Intervention,Medium Difficulty
177,18,17386,Part-time,Divorced,Winnipeg,Manitoba,187090.98,3.755,15,180,135052.3,Active,1361.03,2020-04-08,2035-04-08,2.0,Bank of Montreal,Queen's University,Kingston,Ontario,Master of Social Work,Social Sciences,Master's,2.0,2.0,88.4,88.4,55944.69,6,1361.03,0,0,2023-12-02,Low Income,Young Adult (18-24),72.19,93.94,Immediate Intervention,Medium Difficulty
228,32,0,Unemployed,Single,Laval,Quebec,187056.54,11.946,25,300,184721.69,Active,1962.66,2024-01-08,2049-01-08,2.0,TD Student Line of Credit,Dalhousie University,Halifax,Nova Scotia,,,,,,,,,47,2762.28,0,0,2023-12-02,Low Income,Young Professional (25-34),98.75,inf,Immediate Intervention,Difficulty nan
800,29,20926,Part-time,Single,Hamilton,Ontario,186134.3,3.249,15,180,135724.04,In Deferment,1307.82,2020-07-08,2035-07-08,2.0,Bank of Nova Scotia,Queen's University,Kingston,Ontario,Hospitality Management,Business,Bachelor's,1.0,4.0,74.8,74.8,43656.21,22,1307.82,0,0,2023-12-02,Low Income,Young Professional (25-34),72.92,75.0,Immediate Intervention,Low Difficulty
283,28,0,Unemployed,Divorced,Calgary,Alberta,185999.71,6.27,15,180,133342.86,Active,1596.83,2020-07-08,2035-07-08,2.0,Canada Student Loans Program,University of Waterloo,Waterloo,Ontario,Aerospace Engineering,Engineering,Bachelor's,3.0,4.0,80.0,80.0,74705.15,15,1596.8299999999997,0,0,2023-12-01,Low Income,Young Professional (25-34),71.69,inf,Immediate Intervention,High Difficulty
593,39,15862,Part-time,Widowed,Quebec City,Quebec,184510.79,3.386,25,300,151349.28,Active,912.46,2019-07-08,2044-07-08,2.0,Provincial Student Aid,NAIT,Edmonton,Alberta,,,,,,,,,47,3551.27,0,0,2023-12-01,Low Income,Mid-Career (35-49),82.03,69.03,Immediate Intervention,Difficulty nan
156,19,73517,Full-time,Widowed,London,Ontario,183843.26,4.404,25,300,158715.84,Active,1011.87,2020-10-08,2045-10-08,2.0,Bank of Montreal,Queen's University,Kingston,Ontario,,,,,,,,,47,1349.990425531915,0,2,2023-12-03,High Income,Young Adult (18-24),86.33,16.52,Immediate Intervention,Difficulty nan
461,23,16725,Part-time,Widowed,Ottawa,Ontario,183414.13,4.043,25,300,166629.43,Active,972.49,2022-02-08,2047-02-08,2.0,Canada Student Loans Program,University of Toronto,Toronto,Ontario,,,,,,,,,47,4230.77,0,0,2023-12-02,Low Income,Young Adult (18-24),90.85,69.78,Immediate Intervention,Difficulty nan
133,39,63234,Full-time,Married,Calgary,Alberta,181189.13,8.332,20,240,162358.99,Active,1553.19,2021-11-08,2041-11-08,2.0,TD Canada Trust,Queen's University,Kingston,Ontario,Automotive Technology,Technical,Certificate,1.0,2.0,82.5,82.5,43070.11,19,1553.19,0,0,2023-12-03,Medium Income,Mid-Career (35-49),89.61,29.48,Immediate Intervention,Low Difficulty
159,27,17470,Part-time,Divorced,Toronto,Ontario,180875.27,6.633,15,180,144714.38,Active,1588.87,2021-05-08,2036-05-08,2.0,Bank of Nova Scotia,Ryerson University,Toronto,Ontario,,,,,,,,,47,2293.08,0,0,2023-12-01,Low Income,Young Professional (25-34),80.01,109.14,Immediate Intervention,Difficulty nan
545,25,17802,Part-time,Single,Winnipeg,Manitoba,179643.47,8.815000000000001,15,180,132411.51,Active,1802.35,2020-03-08,2035-03-08,2.0,Bank of Montreal,Carleton University,Ottawa,Ontario,Computer Science,Technology,Bachelor's,2.0,4.0,93.5,93.5,71537.28,11,1802.35,0,0,2023-12-02,Low Income,Young Professional (25-34),73.71,121.49,Immediate Intervention,Medium Difficulty
551,20,17774,Part-time,Single,Surrey,British Columbia,179476.23,5.626,15,180,170280.52,Active,1478.5,2024-02-08,2039-02-08,2.0,RBC Student Banking,Concordia University,Montreal,Quebec,,,,,,,,,47,4909.88,0,0,2023-12-10,Low Income,Young Adult (18-24),94.88,99.82,Immediate Intervention,Difficulty nan
281,25,66662,Full-time,Married,Ottawa,Ontario,178126.82,8.927,15,180,148176.78,In Forbearance,1798.95,2020-12-08,2035-12-08,2.0,CIBC,Queen's University,Kingston,Ontario,Elementary Education,Education,Bachelor's,2.0,4.0,87.2,87.2,48470.28,22,1798.95,0,0,2023-12-03,Medium Income,Young Professional (25-34),83.19,32.38,Immediate Intervention,Medium Difficulty
334,37,24524,Part-time,Single,Brandon,Manitoba,177405.56,11.109,15,180,121734.1,Active,2028.55,2018-09-08,2033-09-08,2.0,Bank of Montreal,University of Victoria,Victoria,British Columbia,Automotive Technology,Technical,Certificate,1.0,2.0,82.5,82.5,43070.11,3,2028.55,0,0,2023-12-03,Low Income,Mid-Career (35-49),68.62,99.26,Immediate Intervention,Low Difficulty
883,23,0,Unemployed,Single,Edmonton,Alberta,177248.92,7.289,20,240,177248.92,In Grace Period,1405.12,2026-01-08,2046-01-08,2.0,Canada Student Loans Program,University of Toronto,Toronto,Ontario,,,,,,,,,47,4988.98,0,0,2023-12-02,Low Income,Young Adult (18-24),100.0,inf,Immediate Intervention,Difficulty nan
363,37,65746,Full-time,Single,Ottawa,Ontario,176797.01,3.148,15,180,121409.05,Active,1233.55,2020-10-08,2035-10-08,2.0,Scotiabank Student Line of Credit,University of Alberta,Edmonton,Alberta,Dental Hygiene,Healthcare,Associate,2.0,2.0,87.2,87.2,61248.37,15,1233.55,0,0,2023-12-02,Medium Income,Mid-Career (35-49),68.67,22.51,Immediate Intervention,Medium Difficulty
272,30,0,Unemployed,Married,Surrey,British Columbia,174684.84,8.614,20,240,153332.41,Active,1528.58,2020-03-08,2040-03-08,2.0,Canada Student Loans Program,Simon Fraser University,Burnaby,British Columbia,,,,,,,,,47,4523.56,0,0,2023-12-02,Low Income,Young Professional (25-34),87.78,inf,Immediate Intervention,Difficulty nan
134,22,16752,Part-time,Widowed,Brampton,Ontario,173685.56,3.359,25,300,153418.51,Active,856.43,2021-07-08,2046-07-08,2.0,BMO Student Banking Program,Dalhousie University,Halifax,Nova Scotia,,,,,,,,,47,2753.96,0,0,2023-12-03,Low Income,Young Adult (18-24),88.33,61.35,Immediate Intervention,Difficulty nan
656,28,51576,Full-time,Single,Montreal,Quebec,172732.26,4.2509999999999994,25,300,166722.23,Active,935.85,2024-10-08,2049-10-08,2.0,National Bank of Canada,McMaster University,Hamilton,Ontario,,,,,,,,,47,2344.87,0,0,2023-12-02,Medium Income,Young Professional (25-34),96.52,21.77,Immediate Intervention,Difficulty nan
473,35,17056,Part-time,Single,Calgary,Alberta,168031.07,3.353,15,180,148652.49,Active,1189.13,2023-02-08,2038-02-08,2.0,National Bank of Canada,Carleton University,Ottawa,Ontario,,,,,,,,,47,5729.79,0,0,2023-12-02,Low Income,Mid-Career (35-49),88.47,83.66,Immediate Intervention,Difficulty nan
383,44,21817,Part-time,Widowed,Victoria,British Columbia,166967.18,11.102,15,180,147325.32,Active,1908.45,2021-08-08,2036-08-08,2.0,Royal Bank of Canada,University of Victoria,Victoria,British Columbia,,,,,,,,,46,5182.71,0,0,2023-12-02,Low Income,Mid-Career (35-49),88.24,104.97,Immediate Intervention,Difficulty nan
